current_x,current_y,goal_orientation,theta,angle_error
22.375,9.12360415017629,1.5707963267948966,-1.5707952598671047,3.1415915866620012
22.375,9.12360415017629,1.5707963267948966,-1.5707952598671047,3.1415915866620012
22.375,9.12360415017629,1.5707963267948966,-1.5707952598671047,3.1415915866620012
22.375,9.12360415017629,1.5707963267948966,-1.0707933498671047,2.6415896766620013
22.375,9.12360415017629,1.5707963267948966,-1.0707933498671047,2.6415896766620013
22.375,9.12360415017629,1.5707963267948966,-0.07078953486710471,1.6415858616620014
22.375,9.12360415017629,1.5707963267948966,-0.07078953486710471,1.6415858616620014
22.375,9.12360415017629,1.5707963267948966,0.42921237013289526,1.1415839566620014
22.375,9.12360415017629,1.5707963267948966,0.42921237013289526,1.1415839566620014
22.375,9.12360415017629,1.5707963267948966,0.8858476925716458,0.6849486342232508
22.375,9.12360415017629,1.5707963267948966,0.8858476925716458,0.6849486342232508
22.375,9.12360415017629,1.5707963267948966,1.1598281928624592,0.41096813393243736
22.375,9.12360415017629,1.5707963267948966,1.1598281928624592,0.41096813393243736
22.375,9.12360415017629,1.5707963267948966,1.3242160727508703,0.24658025404402628
22.375,9.12360415017629,1.5707963267948966,1.3242160727508703,0.24658025404402628
22.375,9.12360415017629,1.5707963267948966,1.422848551143109,0.14794777565178752
22.375,9.12360415017629,1.5707963267948966,1.422848551143109,0.14794777565178752
22.375,9.12360415017629,1.5707963267948966,1.4820278868762342,0.08876843991866235
22.375,9.12360415017629,1.5707963267948966,1.4820278868762342,0.08876843991866235
22.375,9.12360415017629,1.5707963267948966,1.4820278868762342,0.08876843991866235
22.375,9.12360415017629,1.5707963267948966,1.4820278868762342,0.08876843991866235
22.375,9.12360415017629,1.5707963267948966,1.5175353984818754,0.053260928313021205
22.375,9.12360415017629,1.5707963267948966,1.5175353984818754,0.053260928313021205
22.375,9.12360415017629,1.5707963267948966,1.5743473624403497,-0.0035510356454531156
22.375,9.12360415017629,1.5707963267948966,1.5743473624403497,-0.0035510356454531156
22.375,9.12360415017629,1.5707963267948966,1.57292694277039,-0.002130615975493466
22.375,9.12360415017629,1.5707963267948966,1.57292694277039,-0.002130615975493466
