current_x,current_y,goal_x,goal_y,distance_error,theta,goal_theta,angle_error
22.375,9.155778195477195,22.37500033341348,1.1250000167638063,8.030778178713396,-1.5707922843826292,-1.5707962852779385,-4.000895309275165e-06
22.375,9.155778195477195,22.37500033341348,1.1250000167638063,8.030778178713396,-1.5707922843826292,-1.5707962852779385,-4.000895309275165e-06
22.375,9.155778195477195,22.37500033341348,1.1250000167638063,8.030778178713396,-1.5707922843826292,-1.5707962852779385,-4.000895309275165e-06
22.375,8.187419320939066,22.37500033341348,1.1250000167638063,7.062419304175267,-1.5707938847468663,-1.5707962795853687,-2.3948385023953023e-06
22.375,8.187419320939066,22.37500033341348,1.1250000167638063,7.062419304175267,-1.5707938847468663,-1.5707962795853687,-2.3948385023953023e-06
22.375,7.191867635757003,22.37500033341348,1.1250000167638063,6.066867618993206,-1.570794842685917,-1.5707962718384507,-1.4291525336496136e-06
22.375,7.191867635757003,22.37500033341348,1.1250000167638063,6.066867618993206,-1.570794842685917,-1.5707962718384507,-1.4291525336496136e-06
22.375,6.149210378110741,22.37500033341348,1.1250000167638063,5.024210361346945,-1.5707954143491143,-1.5707962604335268,-8.460844125313116e-07
22.375,6.149210378110741,22.37500033341348,1.1250000167638063,5.024210361346945,-1.5707954143491143,-1.5707962604335268,-8.460844125313116e-07
22.375,5.09249587257342,22.37500033341348,1.1250000167638063,3.967495855809628,-1.5707957527841687,-1.5707962427586446,-4.89974475881283e-07
22.375,5.09249587257342,22.37500033341348,1.1250000167638063,3.967495855809628,-1.5707957527841687,-1.5707962427586446,-4.89974475881283e-07
22.375,4.484253528233096,22.37500033341348,1.1250000167638063,3.3592535114693063,-1.5707959487747079,-1.570796227542643,-2.787679351801131e-07
22.375,4.484253528233096,22.37500033341348,1.1250000167638063,3.3592535114693063,-1.5707959487747079,-1.570796227542643,-2.787679351801131e-07
22.375,3.41518070361143,22.37500033341348,1.1250000167638063,2.290180686847648,-1.5707960602823068,-1.5707961812109767,-1.2092866996660234e-07
22.375,3.41518070361143,22.37500033341348,1.1250000167638063,2.290180686847648,-1.5707960602823068,-1.5707961812109767,-1.2092866996660234e-07
22.375000287571286,2.499104901599381,22.37500033341348,1.1250000167638063,1.3741048848355752,-1.5707961086539595,-1.5707962934333997,-1.84779440193239e-07
22.375000287571286,2.499104901599381,22.37500033341348,1.1250000167638063,1.3741048848355752,-1.5707961086539595,-1.5707962934333997,-1.84779440193239e-07
22.375000394590934,1.9494608414363932,22.37500033341348,1.1250000167638063,0.8244608246725891,-1.570796182566017,-1.5707964009978794,-2.1843186237546774e-07
22.37500045880256,1.619675233313203,22.37500033341348,1.1250000167638063,0.4946752165494125,-1.5707962699390956,-1.5707965802724804,-3.1033338476760264e-07
22.37500045880256,1.619675233313203,22.37500033341348,1.1250000167638063,0.4946752165494125,-1.5707962699390956,-1.5707965802724804,-3.1033338476760264e-07
22.37500045880256,1.4296541357891634,22.37500033341348,1.1250000167638063,0.3046541190253829,-1.5707963940729226,-1.5707967383733747,-3.4430045214861593e-07
22.37500045880256,1.4296541357891634,22.37500033341348,1.1250000167638063,0.3046541190253829,-1.5707963940729226,-1.5707967383733747,-3.4430045214861593e-07
22.37500045880256,1.3241718069489152,22.37500033341348,1.1250000167638063,0.19917179018514836,-1.570796531793628,-1.5707969563472974,-4.245536693314733e-07
22.37500045880256,1.3241718069489152,22.37500033341348,1.1250000167638063,0.19917179018514836,-1.570796531793628,-1.5707969563472974,-4.245536693314733e-07
22.37500045880256,1.2123219185868552,22.37500033341348,1.1250000167638063,0.08732190182313891,-1.5707967016157445,-1.5707977627356635,-1.0611199190435627e-06
22.37500045880256,1.2123219185868552,22.37500033341348,1.1250000167638063,0.08732190182313891,-1.5707967016157445,-1.5707977627356635,-1.0611199190435627e-06
22.37500045880256,1.182891841979359,22.37500033341348,1.1250000167638063,0.05789182521568849,-1.5707971260653293,-1.5707984927151835,-1.3666498541731187e-06
22.37500045880256,1.182891841979359,22.37500033341348,1.1250000167638063,0.05789182521568849,-1.5707971260653293,-1.5707984927151835,-1.3666498541731187e-06
