current_x,current_y,goal_orientation,theta,angle_error
22.375,9.162143721713145,1.5707963267948966,-1.5707901667616413,3.141586493556538
22.375,9.162143721713145,1.5707963267948966,-1.5707901667616413,3.141586493556538
22.375,9.162143721713145,1.5707963267948966,-1.5707901667616413,3.141586493556538
22.375,9.162143721713145,1.5707963267948966,-1.5707901667616413,3.141586493556538
22.375,9.162143721713145,1.5707963267948966,-1.5707901667616413,3.141586493556538
22.375,9.162143721713145,1.5707963267948966,-0.5707863567616414,2.141582683556538
22.375,9.162143721713145,1.5707963267948966,-0.0707844467616413,1.6415807735565378
22.375,9.162143721713145,1.5707963267948966,-0.0707844467616413,1.6415807735565378
22.375,9.162143721713145,1.5707963267948966,0.42921745823835866,1.1415788685565378
22.375,9.162143721713145,1.5707963267948966,0.42921745823835866,1.1415788685565378
22.375,9.162143721713145,1.5707963267948966,0.9292193682383586,0.641576958556538
22.375,9.162143721713145,1.5707963267948966,0.9292193682383586,0.641576958556538
22.375,9.162143721713145,1.5707963267948966,1.4292212732383587,0.14157505355653788
22.375,9.162143721713145,1.5707963267948966,1.4292212732383587,0.14157505355653788
22.375,9.162143721713145,1.5707963267948966,1.7123724619848437,-0.14157613518994716
22.375,9.162143721713145,1.5707963267948966,1.7123724619848437,-0.14157613518994716
22.375,9.162143721713145,1.5707963267948966,1.4292191127947993,0.14157721400009726
22.375,9.162143721713145,1.5707963267948966,1.4292191127947993,0.14157721400009726
22.375,9.162143721713145,1.5707963267948966,1.7123746224449088,-0.14157829565001223
22.375,9.162143721713145,1.5707963267948966,1.7123746224449088,-0.14157829565001223
22.375,9.162143721713145,1.5707963267948966,1.4292169523182714,0.14157937447662516
22.375,9.162143721713145,1.5707963267948966,1.4292169523182714,0.14157937447662516
22.375,9.162143721713145,1.5707963267948966,1.7123767829379428,-0.14158045614304626
22.375,9.162143721713145,1.5707963267948966,1.7123767829379428,-0.14158045614304626
22.375,9.162143721713145,1.5707963267948966,1.4292147918087745,0.14158153498612203
22.375,9.162143721713145,1.5707963267948966,1.4292147918087745,0.14158153498612203
22.375,9.162143721713145,1.5707963267948966,1.7123789434639458,-0.14158261666904925
22.375,9.162143721713145,1.5707963267948966,1.7123789434639458,-0.14158261666904925
22.375,9.162143721713145,1.5707963267948966,1.4292126312663083,0.1415836955285883
22.375,9.162143721713145,1.5707963267948966,1.4292126312663083,0.1415836955285883
22.375,9.162143721713145,1.5707963267948966,1.7123811040229187,-0.1415847772280221
22.375,9.162143721713145,1.5707963267948966,1.7123811040229187,-0.1415847772280221
22.375,9.162143721713145,1.5707963267948966,1.7123811040229187,-0.1415847772280221
22.375,9.162143721713145,1.5707963267948966,1.429210470690872,0.14158585610402463
22.375,9.162143721713145,1.5707963267948966,1.7123832646148618,-0.14158693781996523
22.375,9.162143721713145,1.5707963267948966,1.7123832646148618,-0.14158693781996523
