current_x,current_y,goal_orientation,theta,angle_error
22.3400516284111,9.12066716769724,1.5707963267948966,-0.6034401522054951,2.174236479000392
22.3400516284111,9.12066716769724,1.5707963267948966,-0.6034401522054951,2.174236479000392
22.3400516284111,9.12066716769724,1.5707963267948966,-0.6034401522054951,2.174236479000392
22.3400516284111,9.12066716769724,1.5707963267948966,-0.6034401522054951,2.174236479000392
22.3400516284111,9.12066716769724,1.5707963267948966,0.39656366279450495,1.1742326640003915
22.3400516284111,9.12066716769724,1.5707963267948966,0.39656366279450495,1.1742326640003915
22.3400516284111,9.12066716769724,1.5707963267948966,0.39656366279450495,1.1742326640003915
22.3400516284111,9.12066716769724,1.5707963267948966,0.39656366279450495,1.1742326640003915
22.3400516284111,9.12066716769724,1.5707963267948966,1.396567477794505,0.1742288490003916
22.3400516284111,9.12066716769724,1.5707963267948966,1.396567477794505,0.1742288490003916
22.3400516284111,9.12066716769724,1.5707963267948966,1.657911749626397,-0.08711542283150053
22.3400516284111,9.12066716769724,1.5707963267948966,1.657911749626397,-0.08711542283150053
22.3400516284111,9.12066716769724,1.5707963267948966,1.527238117514505,0.04355820928039167
22.3400516284111,9.12066716769724,1.5707963267948966,1.527238117514505,0.04355820928039167
22.3400516284111,9.12066716769724,1.5707963267948966,1.5925756810236316,-0.021779354228735004
22.3400516284111,9.12066716769724,1.5707963267948966,1.5925756810236316,-0.021779354228735004
22.3400516284111,9.12066716769724,1.5707963267948966,1.5599065252115196,0.010889801583376935
22.3400516284111,9.12066716769724,1.5707963267948966,1.5599065252115196,0.010889801583376935
22.3400516284111,9.12066716769724,1.5707963267948966,1.5762412899851481,-0.005444963190251562
22.3400516284111,9.12066716769724,1.5707963267948966,1.5762412899851481,-0.005444963190251562
22.3400516284111,9.12066716769724,1.5707963267948966,1.5680738140818062,0.0027225127130903193
22.3400516284111,9.12066716769724,1.5707963267948966,1.5680738140818062,0.0027225127130903193
